,tweet,class
4885,Tattoos are about expression not meaning One mans trash is another mans treasure,0
4886,Terrifying leprechaun,0
4887,Text me instead of playing flappy birds SoIKnowItsReal,0
4888,Thank you Charlie FF,0
4889,Thank you Charlie,0
4890,Thank you Charlie Happy Thursday,0
4891,Thank you hand out that candy Charlie,0
4892,Thanks for coming with me last night because its ghetto and no one else could of handled it Summer2014,0
4893,Thanks Charlie,0
4894,Thanks Charlie,0
4895,Thanks Charlie have a great evening,0
4896,Thanks to cracker tweets today my pilchards on Krackerwheat are repeating on me like a typical night on the BBC,0
4897,That Ouija movie look like trash,0
4898,That Principal shld be ashamed Look at these poor colored kids who WE made smart They are not your props disgusted morningjoe,0
4899,That crow has socks,0
4900,That dude from Chicago w the fuzzy mustache and bangs Johnny Love hes whack memoriesofidots,0
4901,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day,1
4902,That front flip was trash Thats how I front flip into the swimming pool and land on my back every time,0
4903,That fucking slutty beaner,1
4904,That long hair doesnt cover up your redneck,0
4905,That mocha colored chick doe gt gt gt gt think I fell in love,0
4906,That night cap nonsense is for the birds,0
4907,That pic is now circulated by Jihadis with a call to kill him Saudi ISIS Syria,1
4908,That shade of faggot clashes with your eye color,1
4909,That warm fuzzy feeling when youre able to give someone a helping hand Talking about medical problems with others can really help,0
4910,That was a solid investment of 15 mins Cue up Frank Yankees Wow,0
4911,That was my faggot rant for the night,1
4912,That was not good times Starting the mickey mouse club soon,0
4913,That was trash Im just gonna put my phone down Goodnight,0
4914,Thatd been a ghetto little meal,0
4915,Thats like saying Ive had the pinto since 72 dude Ive had an iPhone since the beginning,0
4916,Thats right Im making brownies right now,0
4917,The Yanks Are Coming From Disparagement to Pride,0
4918,The Yankees dont need Tanaka or Beltran or all these big name players believe,0
4919,The midwest of the US is white trash,1
4920,The south of the US is white trash,1
4921,The teabagger freemarket really doing wonders in Bangladesh these last couple of days tcot p2 teaparty randpaul,0
4922,The elite call conservatives our niggers behind closed doors tcot teaparty,1
4923,The are playing the tonight In other words I am not friends with,0
4924,The African Goshawk Accipiter tachiro is a species of bird of prey in the Accipitridae family fou,0
4925,The Bucs has 2 great uniforms and ruined them both for that trash smh,0
4926,The Conjuring wasnt trash It just wasnt as good as Insidious,0
4927,The Devil Wears Charlie by Revlon lesserfilms,0
4928,The Giants trash,0
4929,The Guy got excited when he saw Oreo cookie crusts He thought I was making pie He was bummed when he realized it was cheesecake,0
4930,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda promises more episodes amp wages ideological warfare,0
4931,The KFAN mock draft continues Cleveland is on the clock Paul Allen has the Vikings 8th pick I am going with Def back Justin Gilbert,0
4932,The Met Office has issued an amber warning of snow at least its not a warning of amber snow Posh word for yellow,0
4933,The Office fuzzy socks and my favorite blanket is literally all I need in life rn,0
4934,The Perfect Gift for the Jihadi on Your Shopping List,0
4935,The Perfect Gift for the Jihadi on Your Shopping List,0
4936,The Pirates have made the playoffs and the Yankees are out hell has frozen over,0
4937,The Republican Lt Governor of Missouri says hes sorry he called LAW Anglo American Law Racist Pig That he is,0
4938,The Rick Scott Charlie Crist ads have been running nearly non stop in Florida for the past week And they are getting even worse,0
4939,The Saints are pure trash lol smh,0
4940,The South is full of white trash The Midwest is full of white trash The West Coast if full of white trash,1
4941,The Walking Dead is trash people That is all,0
4942,The Wayans bros is the most retarded show ever,0
4943,The Yankees still suck,0
4944,The beautiful Fairy Pools near Glenbrittle on the Isle of Skye Scotland,0
4945,The bengals have been trash for like 5 weeks it seems,0
4946,The bird is the word EsuranceSave30,0
4947,The birds and the bees,0
4948,The birds and the bugs voguet by Anat R via vintage jewelry bugout insects birds,0
4949,The blacks in California are typical niggers,1
4950,The boy who shot albino deer,0
4951,The brownies I just made are a sin,0
4952,The chinks really hunting their food Dog shot with arrow in N O East,1
4953,The early bird gets the worm But the second mouse gets the cheese,0
4954,The early bird takes a nap before noon,0
4955,The ending to that Yankee game was so planned I cant even take it,0
4956,The fact that the Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO Didnt do their homework firechoreli,0
4957,The family of Ron ONeal needs to sue Wu Tang for that trash song they released in his name,0
4958,The fucking Royals bitch Work,1
4959,The guinea fowls are not what they seem,0
4960,The jig,0
4961,The jigg is up,0
4962,The last at bat at Yankee Stadium Thanks for making it a good one Captain FarewellCaptain,0
4963,The leftist homosexual war on the Catholic church kicked into high gear with the infiltration of the priesthood by boy raping fags,1
4964,The nations know who we are but we rather be real niggers amp bad bitches,1
4965,The people who have historically been called white trash were called that for a reason Theyre white trash The truth hurts,1
4966,The pro ISIS Jihadi prayer from Hajj making the rounds now,0
4967,The punishment should fit the crime For instance if you take the last Twinkie you should choke on that Twinkie Twinkies are sacred,0
4968,The reason Shelby hates sandwiches is because he is a queer,1
4969,The redskins just begging to lose this game smh,0
4970,The redskins should change their name to the injuns,0
4971,The republican teabaggers hate this but screw em,0
4972,The rich kids of beverly hills is trash and not even entertaining trash And why do they all look mid thirties,1
4973,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop,0
4974,The thing about working with black people These bitches never on fucking time then wanna complain about a short check Bitch die Today now,1
4975,The two ringless fags Barkley amp Reggie were talking nonsense the entire game,0
4976,The value of Abu Qutadas statement is that his credentials in Jihadi circles are impeccable Hes facing trial on terrorism charges,0
4977,Thee Bears are trash tho,0
4978,Their gotta be a loaded lux vs Murda mook 3,0
4979,Their salsa negro is awesome,0
4980,Them brownies tho,0
4981,Them queer ass shorts Rabchenko got on,1
4982,Then I went inside in order to hide from mutant bird,0
4983,Then Zerah the Cushite came against them with an army of one million men and 300 chariots They came as far as Mare,0
4984,There are LOTS of top tier wrestlers who started as yardies,0
4985,There is a trash bag in my hall thats been there for like 2 wks Weird thing it changes consistency every few days,0
4986,There is no such rule as tie goes to the runner Out or safe Yankees JohnSterling,0
4987,There is this yellow thing in the sky I dont know what to make of it,0
4988,There should be a side trip into DC to Charlie Palmers during CPAC,0
4989,Theres a bird nest in my garage and so now when the birds fly out they poop on my car,0
4990,Theres a green bowl high A spliff high A j high A blunt high A moke high And a Moke coffee high,0
4991,Theres a special place in hell for people who slam on their brakes for yellow lights,0
4992,Theres gonna be a lot of trash talk today worldcup,0
4993,Theres someone riding around the Robinson Walmart in a lawn mower With ghetto headlights added reallife,0
4994,These are insane and Cigars trash Foam done bumped his head These are insane Like so insane,0
4995,These birds messy,0
4996,These brownies are bomb,0
4997,These brownies,0
4998,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas,1
4999,These niggas retarded Lmfaoo,1
5000,These peanut butter brownies bout to give me life too,0
5001,These people are fags,1
5002,They come out Charlie Sheen They come out coupe machine,0
5003,They come to you out of the blue They make others see red and green with envy They arent always black or white Youre not yellow luckily,0
5004,They didnt lose the city Red Sox fans are bandwagon fans just like Yankee fan morningjoe,0
5005,They got David taking out the trash,0
5006,They got the redskins faking injuries,0
5007,They have a clumsy bird too lol what is life,0
5008,They love me at the place I bring my car to I dont know why Spanish men love me sometimes I do look like a guala though Lol,0
5009,They must be Russian birds Russian birds are known for invading Chiminea,0
5010,They say one mans trash is the next mans treasure Where one finds pain the next might find pleasure,0
5011,They say our state bird is rare I literally see one at least once a day,0
5012,They should have never gave a cracker a transmitter will flip when he sees this,1
5013,They slut for me they kill for me they steal for me and of course itll be yo cash and Ill murder that bitch send the body back to yo ass,1
5014,They took it there bro you know Im civil wait a minute Lol Dont get ghetto V,0
5015,They trying to hoe Todd gurley Johnny manziel signed them helmets and got off but suspend gurley the rest of season,0
5016,They use to call my mom Japs when she was younger Lol Asian racial slurs,0
5017,They were taking a picture and I saw a bird fly past and I was like oh bird,0
5018,Thing that made me feel old today Tori Amos is 50,0
5019,Think its okay to take my property and break it Fuck you bitch,1
5020,Thinking about the boom boom boom waaay ho video makes me laugh at least once a day,0
5021,Thinking bout those oysters at the gator bait tho,0
5022,This 8 yr old on masterchefjunior made my chicken look like trash,0
5023,This Billy Crystal tribute to Derek Jeter is crazy I hate the Yankees but man Derek Jeter RE2PECT,0
5024,This Charlie Murder game is pretty dope Xbla,0
5025,This Isnt Murica Charlie Brown rejectedpeanutsspecials,0
5026,This O6 just caught me talking to a bird and that was pretty embarrassing,0
5027,This being sick is for the birds,0
5028,This being too sick to function is for the birds I was starting to feel slightly better earlier now I feel like death again,0
5029,This bitch buys sparkling water,0
5030,This bitch THINCC she dress coding me,0
5031,This bro is just rippin apart a bird about 10 feet from us redtail hawk,0
5032,This brownies bro,0
5033,This car has two registration tags Both yellow One for 2014 amp one for 2005 Wth,0
5034,This cowboys an redskins game was a hell of a game,0
5035,This does create a slippery slope tho players gonna have to watch they mouth too no tolerance for ignorance anymore,0
5036,This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly,0
5037,This flappy bird game addicting,0
5038,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk Find out why here,0
5039,This girl is retarded,1
5040,This guy is nits i learn new things every day u the only one still talkin bout jim crow There go that republican hypocrisy,0
5041,This hot chocolate and Famous Amos too bomb right now,0
5042,This is a long yellow for a bunch of track sweeping Not a ton have taken opportunities to pit IndyCar GoProGrandPrix,0
5043,This is a sexy tweet With a 6 0 lead Yankees turn to Matt Thornton to finish off the Red Sox in the 9th,0
5044,This is better than flappy bird FallOutBird,0
5045,This is really for Exploding giant yellow ducks Youll appreciate this,0
5046,This is so much fun 1UBB 1ndiana hoosiers hoosierdaddy,0
5047,This is true Charlie Clips the coldest battle rapper doing it No debating,0
5048,This is why my mother isnt allowed to make brownies,0
5049,This is why nothing gets done Morons like Coburn trying 2 ad a gun amendment 2 a public works bill Push back on the teabagger morningjoe,0
5050,This kid looks like a retard when he tries hiding his phone so obvious,1
5051,This mint brownies recipe is made with almond flour coconut palm sugar coconut oil and coconut mi,0
5052,This morning is brought to you by Emergen C I really need to nip this cold flu business in the bud NoGermsWanted,0
5053,This music is trash,0
5054,This my dog telling me he is done playing frisbee for now lazy mutt,0
5055,This new avi trash or nah,0
5056,This nigga jerry room smell like bad pussy,1
5057,This nigga over here telling me he dont fuck with this bitch When he do Or maybe she lying lol,1
5058,This niggah know wassup,1
5059,This nigglet,1
5060,This no beef thing is for the birds,0
5061,This one night I was tripping off brownies I put my running shoes on and I was still in pjs it was 2am,0
5062,This picture on Weibo made Chinas censors add big yellow duck to its list of banned terms,0
5063,This rain got yall women talking out your ass A nigga should spend 80 of his income on a bitch bruh get these hoes the fuck outta here,1
5064,This re colored pictured of Abraham Lincoln is one of the coolest things Ive seen in a while,0
5065,This reminds me of another quality video lol He aint fittin to front for these peckerwoods,0
5066,This store is SO redneck,0
5067,This target is ghetto but whatever,0
5068,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed,1
5069,This waiting thing is for the birds,0
5070,This weeks RFN segment is in the can I discuss Idaho being a faggot marriage state just like Washington,1
5071,This white bitch had the fuckin nerve to call me a nigga when shes the one payin for her lips to get bigga,1
5072,This white bitch tried to set me up for a racial war Lol bitch its impossible Im smarter then you,1
5073,This whole game Ive been trying to figure out why the Dutch are wearing yellow SMH,0
5074,This Good pricklypear shiner,0
5075,This Good pricklypear shiner,0
5076,Those guys are the definition of white trash,1
5077,Thou shall not mock Ryan the future Kelly,0
5078,Three little birds,0
5079,Thursdays really been trash this season,0
5080,Thw White Iron Band plays this weekend in Fargo ND at the Aquarium 21 Friday 10 29 10 with Charlie Parr The next night Saturday,0
5081,Tilt my chin back slit my throat take a bath in my blood get to know me,0
5082,Time 2 kill 2 birds with 1 stone Work out while I renew my food handlers card online Push play for this dumb class,0
5083,Time to start listing to il spook,0
5084,Tiny out here looking like an albino red nose pitbull from a dope boys trap house,0
5085,To be clear I dont think theres any chance Krug leaves for Russia But its fun to mock the speculation,0
5086,To the senior class there will be Oreo funfetti bars in the den this morning,0
5087,Today is GAMEDAY iubb i need iu to win so my jersey can arrive HoosierNation hoosiers,0
5088,Today is fun but tuesday will be awesome IU v michiganst 1UBB hoosiers,0
5089,Todays Spy Ops His soles need a cleaning lick lick I bet this cuties sneaks smell good,0
5090,Told my dad to go buy cookies for the graduation reception this nigga bought Oreos,1
5091,Tommy trash,0
5092,Tomorrows agenda bake brownies amp visit a couple open house,0
5093,Tonight starts the road the Super Bowl for the Here we go brownies here we go WOOF WOOF Browns2014Draft,0
5094,Tonight My sole purpose is to be thoroughly intoxicated Night off and no class In the AM Maybe I deserve it,0
5095,Too bad Brandon Lavergne isnt gonna have that vein spiked at Angola mickey,0
5096,Too much makeup so trash,0
5097,Tracy Morgans car wreck and the press was covered by Zappa in the 60s Some joker with a brownie and yell see it all complete,0
5098,Traffic in the gables lt lt lt lt lt lt lt lt,0
5099,Trailor trash tina time,0
5100,Trending 2 adult human skulls found in trash in Connecticut,0
5101,Truth Only a faggot would turn down hairy pussy,1
5102,Try Rexs NEW water roasted tomato potato sawdust crackers Loaded with enough sodium as to make Lots wife look unsavory Only 22 99 a box,0
5103,Tryna get to home like base to base to base closet looking like planet of the bathing apes,0
5104,Tuna is good the rest trash Cans of spam Most struggle food HAS TO BE any meat In a can tuna included,0
5105,Turn on the magic of colored light longexposure lightwriting,0
5106,Twice divorced teabagger Florida Attorney General says marriage is reserved for stable enduring family units wtf,1
5107,Twice divorced teabagger Florida Attorney General says marriage is reserved for stable enduring family units,0
5108,Twinkies are so unfilling which is odd because they are filled,0
5109,Twitter is for fags,1
5110,Twitter is trash,0
5111,Twitters little blue birds name is Larry after Celtics ISU Larry Bird stick ticker is TWTR,0
5112,Two red bones kissin n da back seat,0
5113,Typically hateful anti Christian mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin,1
5114,Tyrese trash,0
5115,U coons cant wait to wear them Oreo Js,1
5116,U serious bro lol 2 3 10am early bird special,0
5117,US spy planes are flying over British skies in hunt for Jihadi Johns assocs with advanced tech via,0
5118,Ugly fucking nigger baby Thought it was a gorilla at first 14 88,1
5119,Un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im,0
5120,Uncalled for All trash 16 Which one the best,0
5121,Uncle Tom Hypocrite,1
5122,Unintended consequences of the current fed regulations Trays of uneaten food thrown in the trash Hungry kids,0
5123,Up early then a bitch driving to denton omg can I move already,0
5124,Up like an eagle tryna catch the early bird that catches the worm,0
5125,Use to trap them birds now Im fly like a birdddd,0
5126,Vanessa is such a fuckin faggot,1
5127,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track,0
5128,Video Charlie Baker campaign team denies contacting Gov Patrick for meeting,0
5129,Video Charlie Baker makes final push for votes,0
5130,Video Charlie Baker remembers Tom Menino,0
5131,Video On The Record Charlie Baker,0
5132,Video Shy Glizzy I Cant TrustMyself,0
5133,View from the ghetto aint bad Rio,0
5134,Vintage Gold and Diamond Engagement Ring 10k yellow gold unique ring Size 4 75 by VintageBaublesnBits via,0
5135,Viola Auntie you cant call White trash women White trash like this during primetime HTGAWM,0
5136,Virtually zero protections for LGBTQ persons in Alabama Not a lot of acceptance either Think about queer Alabamian kids today,0
5137,WALK OFF HR,0
5138,WATCH Obamas Newly Released Gitmo Jihadi Has Links To Terrorists In Syria,0
5139,WATCH Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On Distribution Day ISIS tcot pjnet lnyhbt gop,0
5140,WATCH Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On Distribution Day,0
5141,WEBBERS Sz13 vnds restorers dream cracked midsole sole separation and fogged bubbles 150,0
5142,WH Obama wont name Holders replacement until you rubes have already cast your midterm ballots Hot Air,0
5143,WIB plays next Fri 5 16 14 at the Silverdome Ballroom 21 in Neillsville WI with Charlie Parr amp Hobo Nephews of Uncle Frank Tickets 15,0
5144,WTF Imma do about my legs Charlie Murphy,0
5145,WTMF is Murica You say it you should be thunderpunched in the throat or sole stomped,0
5146,Wait a minute Bowyer causing a yellow in a Chase race Caution 15 NASCAR,0
5147,Wait did take my brownies,0
5148,Waiting for brownies I want brownies Someone hooks it up,0
5149,Waiting on this wetback sycksyllables,1
5150,Wake up you stoopid dyke,1
5151,Want to go get this brownie Im stuck doe,0
5152,Want to touch tha boootyyyyy neeeeed to touch the heinie,0
5153,Was finna slit my eyebrows up in the shop but nahhhhhh,0
5154,WashPost Describes Charlie Crists Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked Answering Questions DoG,0
5155,Washing my coon hair,1
5156,Wassup wit all these fucc niccas,1
5157,Watch out ned crc worldcup2014 puravida,0
5158,Watch out nigger lovers You day is coming,1
5159,Watched some crows eat a sandwich,0
5160,Watching Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,0
5161,Watching Richie Rich On Tv Even he wanted to kick it with the ghetto kids Shows yuh how much Money Aint A Thang,0
5162,Watching the nigger movie Menace2society Trying to learn more about the enemy Good reconnaissance,1
5163,We cant call somebody wack we got Raymond Felton Lin so trash,0
5164,We hate you too lil nicca Lol I Hate The Steelers Dawg,1
5165,We over here struggling with college and work and ice jj fish making money for being trash lol What has this world come to,0
5166,We wacko birds are still tweeting MakeDCListen,0
5167,Were Bringing The Cadaver Dogs Charlie Brown rejectedpeanutsspecials,0
5168,Were going to make the school look so redneck tomorrow,0
5169,Weed brownies gt gt gt gt,0
5170,Weekend is here What an amazing week this has been Lets use this extended weekend to celebrate our successes my fellow queer folk,0
5171,Weird frosted colored lipgloss is weird,0
5172,Welcome to our land of dispossession Check out the evil racist whitey sitting on steps etc Reconquista Woo Hoo,0
5173,Welcome to the family Mia Meli new puppy adorable cute fluffy mutt mybaby girl,0
5174,Well Jay I guess if you wanna keep your house from burning down the bird is the word yeah jaymohrsports,0
5175,Well Jennas getting a yellow lab so I know where ill be whenever Im home,0
5176,Well gahdamn Wooooow Good job mommy cutest thing blue ivy ever done she still an ugly nigger baby,1
5177,Well good morning early birds t minus 47 mins until thee clock out Then breakfast shower rub one and sleep,0
5178,Went to an open house today amp the place was trash Ewww,0
5179,Western Jihadi fanboys use of language peppering sentences with Arabic words to sound knowledgeable Comical,0
5180,What a fag,1
5181,What a fucking faggot,1
5182,What a trash franchise Fergie will sing the National Anthem at the Clippers season opener tomorrow,0
5183,What a wetback looks like when he gets caught crossing the border,1
5184,What an amazing proud day it was today for and blockheads Time for bed Good knight,0
5185,What barrel of trash doesnt smell as bad Imagine Dragons or Nickelback,0
5186,What be the peckin order 1 white Christian 2 colored 3 Porto Ricans 4 Arab 5 Jews I donts know I be axin,1
5187,What else come on on mondays im not finna watch that trash ive destroyed enuf brain cells,0
5188,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go,0
5189,What if I talked ghetto lol Id be so annoyed of my self,0
5190,What is this the are doing today Using those wooden things and making it all the way around the bases Weird,0
5191,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized amp cursed brethren and say,0
5192,What ppl expect august aslina is a nig from New Orleans,1
5193,What the monkey,0
5194,What these bitches want from a nigga like on some DMX shit,1
5195,Whats a trash party,0
5196,Whats so good about Prom All I see is another faggot ass High School dance,1
5197,Whats up faggots bet yall thought youd seen the last of me,1
5198,Whats worse than Ebola The F ing retards trying to make it a race issue Al Sharpton has caused more American death than ebola,1
5199,When Charlie tries to walk into my room and it cant remember if I locked the door or not,0
5200,When Robinson Cano left the Yankees they were selling his jersey for 25 When Aaron Hernandez went to jail they sold his for 10,0
5201,When a pussy nigga socks you and doesnt knock you out,1
5202,When all else fails blast bare nips,0
5203,When did Miley turn ghetto,0
5204,When did it become cool to ne stupid This teabagger debate is slim on facts at best,0
5205,When it rains its good go to the mall weather all the coons be at home,1
5206,When people label their name on there ghetto nano lt lt lt lt lt,0
5207,When people really think Im Asian I get offended Even though I make fun of my gook self,0
5208,When this test is over today Im making a pan of brownies Im going to lay in bed all day amp eat them until my heart is content,0
5209,When will Joe stop telling PBO how to do his job You couldnt even keep a job in teabagger Florida morningjoe,0
5210,When you colored every day is Sunday,0
5211,Whenever I see a pic captioned Soft ghetto I log off for 25 minutes,0
5212,Where would me life be without God and seriously Id probably be living In a trash can haha,0
5213,Wheres the part where Fat Amy goes err wop wobn wefo thingspeoplesay,0
5214,Which expendable player can we put in with the sole objective of breaking Beverleys jaw,0
5215,Whipped cream endlesslove,0
5216,Whipped,0
5217,Whipped out some french in front of some babes at the post office winning,0
5218,White bus drivers are all white trash LosAngeles,1
5219,White kids black kids yellow kids hell even purple kids if you carry yourselves like Daniel Geale you will go far GealeMundine2,0
5220,White trash have taken over every charity organization in the US,1
5221,White trash okies dont count as real white people To count as a white person you have to count a person Okies arent people,1
5222,Who is John Hanson A Black Man A Moor John Hanson was the First President of the United States George,0
5223,Who needs an alarm when you have the worlds most annoying bird outside your window,0
5224,Who remembers when we were in middle school high school and would throw paper in the trash from our seat and yell KOBE Lmfaoooo,0
5225,Who takes mid from the best midlaner NA Fuckin solo Q fags,1
5226,Who wanna play pin da tail on da colored mans butt,0
5227,Who wouldve known that Jesusll come back to the ghetto on that level and that thorough like a black heroine,0
5228,Whod have thought my redneck husband would claim the hipster glasses,0
5229,Whoever had Mr Ramlogan for UWI business law tho Racist mudda cunt,1
5230,Whoever made these brownies and cookies belongs in heaven,0
5231,Whoever mocks the poor insults his Maker he who is glad at calamity will not go unpunished,0
5232,Whoo A new attraction in Virginia City birds of prey Meet this owl famous for his role in Harry Potter,0
5233,Whoooooaaa no chill savage Here monkey monkey,0
5234,Whoops bought snuggly hideous fuzzy boots because its cold as balls all of a sudden,0
5235,Why Jon hates birds,0
5236,Why McDonalds breakfast good but the lunch trash,0
5237,Why are people saying dont let guys treat you like a yellow starburst Thats my favorite,0
5238,Why are some people such faggots Like were you born that way or are you just that big of a douche bag,1
5239,Why cant I have colored eyes like my siblings,0
5240,Why do peeps gotta be mad ghetto nowadays Smh pull up your pants,0
5241,Why do so many filthy wetback half breed spic savages live in LosAngeles None of them have any right at all to be here,1
5242,Why do visiting teams WHINE about right field as if it is longer for their batters Yankees YankeeStadium,0
5243,Why does MSNBC have a news show that is 100 opinion amp right wing talking points Joe the nation is with PBO not u teabaggers morningjoe,0
5244,Why does this faggot in front of me have to get two dozen doughnuts right now get the fuck on,1
5245,Why is all these artist and new ones making so much trash,0
5246,Why is my mother bothering me about the trash Its my day off leave me alone and stop nagging,0
5247,Why no boycott of racist redskins Redskins ChangeTheName ChangeTheMascot,0
5248,Why wont we run the ball Our offensive coordinator is retarded,0
5249,Why would you think Common is trash Tf,0
5250,Why you think all these niggas end up with all these kids Fucking ugly bitches,1
5251,Wicked Oreo,0
5252,Will Hillary dodo bird Be Dems 2016 Candidate To Take Over Obamas Job As US Prez DoG via,0
5253,Will be interesting to watch how Interlagos grips in this weekend F1 cars basically the guinea pigs for WEC later this month,0
5254,Wish I coulda said more to tonight Good seeing you fag,1
5255,With birds ill share this lonely view,0
5256,With the birds i share this lonely view,0
5257,Without serge the bird chirps The sun burns the grass grows the world turns The moon glows the river flows But I die without serge,0
5258,Women who are feminist are the ugly bitches who cant find a man for themselves,1
5259,Wont catch me sneak dissing thats fo the birds,0
5260,Woot Yankees completed their sixth series sweep of the season and fourth at home,0
5261,Word to my bird,0
5262,Working Saturday is for the birds FML,0
5263,Worlds biggest faggot lol,1
5264,Would you be interested in some eggplant twerk on me,0
5265,Would you rather be a monkey or a gorilla Neither theyre both hairy But if I had to choose a monkey They,0
5266,Wow redskins dont want this,0
5267,Wow Charlie Strong is cleaning house Might be upwards of 10 released before he is done,0
5268,Wow No yellow yet Pagenaud and Marco screwed Maybe no yellow coming,0
5269,Yall hoes really get mad cause a nigga dont want cha,1
5270,Yall saw how mad that little chunky boy was He wouldnt even let his dad touch him bruh lmao,0
5271,Yall sleep on Shy Glizzy Young Jefe,0
5272,Yall suck on flappy bird,0
5273,YES NO Will YOU buy the new Caramel Apple flavor of Oreos,0
5274,Yall take note There aint never tornadoes where colored folk live,0
5275,Yall know Skip Bayless is about to slit his wrists over Romo Lol,0
5276,Yankee homeruns make me all tingly,0
5277,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent,0
5278,Yankees getting killed,0
5279,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe Here she is in 1954 announcing divorce,0
5280,Yankees season over tho So yeah,0
5281,Yankees should have NEVER gave away Melky Guy can flat out HIT yankees giants,0
5282,Yankees shouldnt rely on the long ball in the playoffs Yankees MLB,0
5283,Yanks choked too Lost 4 strait remember,0
5284,Yanks wont make the playoffs but we aint in the AL basement Thats the Red Sox position,0
5285,Yasss brownies amp ice cream,0
5286,Yea alright redneck white trash Stupid niggers hollering out their car going down the road trying to hit on me Fuck yall,1
5287,Yea buddy A lot of NBA trash talk going on,0
5288,Yeah okay lets just put a fire cracker in a cow pie and see what happens,0
5289,Yeah thats where youre supposed to put the trash can rude,0
5290,Yeah they do Six complete here at The Stadium Yankees lead the Red Sox 3 1 LetsGoYankees,0
5291,Yee boy my yung nicca told me dat waxx,0
5292,Yellow jackets at gas station trash cans are THE worst,0
5293,Yep sources confirmed it That Iggy concert last night was trash,0
5294,Yes And favorites this please tell me you didnt buy that trash,0
5295,Yesterday I saw a red hair do with streaks of orange and yellow in it Combed up like Woody Wood Pecker And,0
5296,Yo bitch ass needs to boss the fuck up,1
5297,Yo bitch on my dick she come to my crib she get passed around no love,1
5298,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life,0
5299,Yost on Portsmouth this is the biggest white trash county in the nation YostKnowsMost,1
5300,You football nigga KISS ISIS wifebeater faggots gt WE SEE YOU gt Shout it out to the RADICAL IslamNation YO gt,1
5301,You NEED an iPhone to use their stupid watch Apple is just grabbing people ankles and shaking the money out of rubes pockets,0
5302,You a hoe if you crying because yo ass pregnant It was all smiles while you was riding that dick bitch,1
5303,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er,1
5304,You a real life faggot if you ever fight another man because he fucked your girl You just gotta take that L like a man and move on,1
5305,You all are retarded if you really Kendrick was trying to diss all those rappers dont think just cuz names were said he was coming at them,0
5306,You always buy me colored goldfish when my stash is low and you are a constant inspiration to me and,0
5307,You are a jiggaboo,1
5308,You can only say the word negro if its attached to the word league Then were totally cool guys,0
5309,You cant owe me shit ion trust niccas,1
5310,You could be viewing the future through rose colored glasses t More for Libra,0
5311,You fucking fag this is exactly what i am talking about women are pigs,1
5312,You got me faggot,1
5313,You hate football your a faggot,1
5314,You have my word we will beat those fucking faggots pls,1
5315,You know Im not big on the NFL but Im so sick of hearing all of this Black and yellow shit LOL bandwagon fans and hell GO PACKERS,0
5316,You know what fuck you too bitch your such a little hoe gt lt,1
5317,You know you are in the ghetto when you see streets named Martin Luther King Jr amp LittleJohn halp,0
5318,You like them bitch niggas,1
5319,You like those Honestly they tasted like the sole of my shoes thats a shame,0
5320,You losing 0 3 and thats what u trying to do Stupid yardie,0
5321,You old bitter salty ass niccas make my flesh crawl off my bones Such bitches you are DontArgueJustAcceptIt,1
5322,You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,0
5323,You said you be smoking strong but your wrong you been smoking trash its not in my lungs if it aint that pressure,0
5324,You some type of special faggot if you bring chocolate Swishers to a smoke session,1
5325,You state it gook,1
5326,You wanna find hoes on here Just follow the chicks who reply with heart eyes under sex gifs,0
5327,Youre a little bitch my team got blown out in the Super Bowl,1
5328,Youre a faggot if you use the cover your face emoji,1
5329,Youre all faggot fuckheads,1
5330,Youre all just crows on the power lines,0
5331,Youre black Your name looks Hungarian You marry a Hunky,0
5332,Youre just another nigguh,1
5333,Youre just trash like sorry,0
5334,Youre like a lucky leprechaun with a charmed day on your hand More for Gemini,0
5335,Youre standing on a slippery slope where its all too easy to More for Libra,0
5336,Youre stuck on ghetto middle school days Step our g wtf how ah I stuck in the middle school games jusy bc,0
